time,Lx,V,pressure,U,T,work_cum,dS_IG,delta_a,alpha,alpha_over_T,PV_gamma,T_V_gamma_minus1,impulse_events
100.3,15.01,6004,0.733265495293,5733.13505445,0.418721520191,1219.93763078,1.36098097605,3.50277921219,-0.388238882701,-0.927452611131,1454328.07663,138.320241251,36
100.5,15,6000,0.932643136967,5736.08737889,0.418937144237,1223.66820333,0.965685950913,4.13503014982,-1.18270571141,-2.82383687208,1847711.87247,138.329997213,44
100.7,14.99,5996,0.945817137199,5739.47465431,0.419184535079,1227.45147188,1.99565342813,4.61956875005,-1.23229333129,-2.94060722136,1871730.07646,138.350160728,48
100.9,14.98,5992,0.915210196126,5742.4625001,0.41940275344,1231.11231267,1.0344780698,4.09459086429,-1.1067450716,-2.63954650102,1809147.00544,138.360613957,41
101.1,14.97,5988,0.949007540488,5745.61491508,0.419632991169,1234.90834283,1.41888336687,4.39127709307,-1.23886210706,-2.95306157101,1873869.38569,138.374952823,46
101.3,14.96,5984,0.719060454621,5749.02986995,0.41988240359,1237.78458465,2.03597276316,3.73085705748,-0.315902190084,-0.752582244605,1418245.38734,138.395530429,31
101.5,14.95,5980,0.876861334583,5752.67591941,0.420148694085,1241.29202998,2.57710455754,4.58986932348,-0.943819868599,-2.24710697309,1727559.02015,138.42158165,42
101.7,14.94,5976,0.544300243545,5755.99589787,0.420391169871,1243.46923096,1.79190522008,2.93028485913,0.389693602323,0.92724597377,1071164.51377,138.439698403,33
101.9,14.93,5972,0.975924796109,5760.1247412,0.420692721385,1247.37293014,3.70609315981,5.46226681254,-1.33342348381,-3.17072648204,1918444.99175,138.477175752,47
102.1,14.92,5968,0.653988765793,5762.91035973,0.420896170007,1249.98888521,0.503990289985,2.82803137788,-0.0424128433903,-0.100792308036,1284157.55803,138.482273067,38
102.3,14.91,5964,0.834748606816,5765.76237868,0.421104468207,1253.32787963,0.654373178355,3.61448574417,-0.762466790668,-1.81108364071,1637262.92491,138.488891622,40
102.5,14.9,5960,0.806316511737,5769.0017449,0.421341056449,1256.55314568,1.56626792392,3.88501374841,-0.645647535162,-1.53279355464,1579729.22595,138.504734678,40
102.7,14.89,5956,0.695554834995,5771.61924568,0.421532226532,1259.33536502,0.082668786476,2.81705899571,-0.199558218015,-0.473518907394,1361201.82386,138.505570936,36
102.9,14.88,5952,0.552384115777,5773.92373069,0.421700535399,1261.54490148,-0.66651448631,1.92852303753,0.37596197468,0.89171576735,1079806.78617,138.498828771,25
103.1,14.87,5948,0.813197117769,5776.69032106,0.421902594293,1264.79768995,0.422514855783,3.43100589841,-0.664415529744,-1.57518507544,1587866.90519,138.503102706,44
103.3,14.86,5944,0.726882011062,5780.00533621,0.422144707582,1267.705218,1.71444716564,3.63106529643,-0.316050145911,-0.74889202349,1417735.63522,138.520446492,37
103.5,14.85,5940,0.806587370727,5783.53713942,0.422402654062,1270.93156748,2.21904536326,4.16339393636,-0.631590720899,-1.4956904718,1571431.63803,138.542898147,39
103.7,14.84,5936,0.566503535276,5786.5565809,0.422623180025,1273.19758162,0.997516821786,2.68747788328,0.331963596078,0.785688632671,1102450.53245,138.552991918,30
103.9,14.83,5932,0.800357198464,5789.40728697,0.422831382338,1276.39901042,0.590588999765,3.45108687602,-0.600380810538,-1.42025565244,1555795.19537,138.558968374,39
104.1,14.82,5928,0.907655819374,5793.55479465,0.423134297009,1280.02963369,3.64821371586,5.17375507477,-1.02624739612,-2.42621520275,1762387.977,138.595892131,42
104.3,14.81,5924,0.864061139438,5797.13800116,0.423395997747,1283.48587825,2.30430795119,4.43157780232,-0.848371292246,-2.00434951354,1675854.16559,138.619219219,45
104.5,14.8,5920,0.772496208777,5800.45967953,0.423638597687,1286.57586309,1.67759140236,3.8004738125,-0.478795435533,-1.13052155866,1496577.46419,138.636204368,37
104.7,14.79,5916,1.01431986185,5803.89768703,0.423889693765,1290.63314253,1.94336927917,4.88080966981,-1.44280217762,-3.40472923954,1962856.44614,138.655883046,49
104.9,14.78,5912,0.797619946618,5806.95765495,0.424113179591,1293.82362232,1.04305614599,3.63273709091,-0.572769163002,-1.3508660902,1541771.6245,138.666446249,38
105.1,14.77,5908,0.855786926634,5810.38174439,0.424363259158,1297.24677003,1.89314455866,4.22629198312,-0.802202550678,-1.89092475417,1652341.42941,138.685620496,41
105.3,14.76,5904,0.731656100311,5813.60621834,0.424598759739,1300.17339443,1.41408612209,3.5268771058,-0.302403148123,-0.712406777671,1411077.64838,138.699944447,40
105.5,14.75,5900,0.76446274456,5817.31702384,0.424869779714,1303.23124541,2.55039225203,4.14108996892,-0.430284474219,-1.0130674751,1472684.3716,138.725782324,38
105.7,14.74,5896,0.698736506599,5820.80997096,0.425124888326,1306.02619143,2.02817759355,3.65691609657,-0.163968977244,-0.385811778379,1344546.70375,138.74633311,38
105.9,14.73,5892,0.80074456099,5824.27971682,0.425378302426,1309.22916968,1.96450336215,4.03838643284,-0.568640571561,-1.33718621575,1539094.29266,138.76624161,37
106.1,14.72,5888,0.755150852741,5827.34273545,0.425602011061,1312.24977309,0.99981881055,3.44601647338,-0.382997844834,-0.900133266926,1449817.66171,138.776374985,34
106.3,14.71,5884,0.830891845356,5830.61407998,0.425840934851,1315.57334047,1.48104255389,3.95407899898,-0.682734470553,-1.6037116141,1593427.36053,138.791387024,41
106.5,14.7,5880,1.0101842879,5834.43826843,0.426120235789,1319.61407762,2.76996497475,5.22068845287,-1.39650000018,-3.27831842178,1935067.65108,138.819468105,45
106.7,14.69,5876,1.07144220755,5838.34095645,0.426405269972,1323.89984645,2.94395589259,5.54066757333,-1.63797955169,-3.84265230922,2050084.34453,138.849319283,54
106.9,14.68,5872,0.844154019851,5841.73912062,0.426653456078,1327.27646253,1.75114456519,4.12353065536,-0.725366480938,-1.70062496001,1613361.80473,138.867078616,43
107.1,14.67,5868,0.865408026405,5845.30093369,0.426913594339,1330.73809464,2.12561138283,4.3688080248,-0.806994962846,-1.89087655727,1652105.4383,138.888638677,45
107.3,14.66,5864,0.784564033478,5848.89911708,0.427176388919,1333.87635077,2.20142755581,4.07836474605,-0.480181351702,-1.12442801371,1496069.13912,138.91097127,40
107.5,14.65,5860,0.742750459383,5852.03603369,0.427405494719,1336.84735261,1.11281576662,3.44649793452,-0.309581327045,-0.724521155836,1414725.85014,138.922261702,34
107.7,14.64,5856,0.532493054797,5855.2872773,0.427642950431,1338.97732483,1.37197328845,2.71652403272,0.534719575202,1.25073515597,1013092.40878,138.936182764,31
107.9,14.63,5852,0.843791364072,5858.82598725,0.427901401347,1342.35249028,2.03531448382,4.24581636165,-0.707106408867,-1.65299766727,1603524.52017,138.956837149,44
108.1,14.62,5848,0.647328368403,5861.74681093,0.428114724725,1344.94180376,0.582858212526,2.83878148818,0.0820421935174,0.191683756926,1228769.00066,138.962752564,32
108.3,14.61,5844,1.21911562325,5866.19787373,0.42843980965,1349.81826625,4.14730887712,6.65266060506,-2.2015978094,-5.14058993571,2311507.15628,139.004850778,53
108.5,14.6,5840,0.945066911369,5869.70307696,0.428695813392,1353.5985339,1.92896216736,4.60695874005,-1.10175550294,-2.57078453707,1789852.74915,139.024435498,44
108.7,14.59,5836,0.629103023326,5872.74297802,0.428917833627,1356.11494599,0.835011946398,2.87447091363,0.16543013965,0.385791761185,1190092.11475,139.032914216,34
108.9,14.58,5832,1.00071013785,5876.29451258,0.429177221193,1360.11778654,2.01923354783,4.86918771234,-1.31765314936,-3.07111232481,1890909.85375,139.053419667,49
109.1,14.57,5828,0.965168717333,5879.66910852,0.429423685986,1363.97846141,1.59790695255,4.54665704886,-1.17206110673,-2.73016507885,1821667.63511,139.069648661,41
109.3,14.56,5824,0.722189026033,5883.05299943,0.42967082964,1366.86721751,1.61072956431,3.58064057156,-0.196749658969,-0.458039611218,1361506.84371,139.086009804,35
109.5,14.55,5820,0.620425977703,5885.74665547,0.429867561749,1369.34892142,-0.00370398642778,2.48011205154,0.213543979361,0.496880608244,1168319.47158,139.085972178,30
109.7,14.54,5816,0.864876678111,5889.52201521,0.430143296466,1372.80842814,2.5040994604,4.53628307544,-0.760923334414,-1.76956680755,1626777.59608,139.111411629,40
109.9,14.53,5812,1.03035547127,5893.29177433,0.430418622139,1376.92985002,2.4811434939,5.18901068779,-1.41925156206,-3.29842985468,1935811.61333,139.136622456,49
110.1,14.52,5808,0.908550071972,5896.96585613,0.430686959986,1380.56405031,2.24906874822,4.60254311472,-0.928461314174,-2.15644012406,1705008.49286,139.159479127,36
110.3,14.51,5804,0.744931404149,5899.99029848,0.430907851189,1383.54377593,0.73190068904,3.29502653458,-0.270584192163,-0.628100793211,1396353.21578,139.166918043,40
110.5,14.5,5800,1.00581789145,5903.94855624,0.431196943927,1387.56704749,2.88977404696,5.26891559716,-1.3106578288,-3.04059978839,1883212.57658,139.196293108,46
110.7,14.49,5796,0.919453567656,5907.36210491,0.431446253645,1391.24486176,1.61681726201,4.37518247702,-0.961633813841,-2.22950535412,1719532.66499,139.212731047,45
110.9,14.48,5792,0.915798323159,5911.11781857,0.431720553503,1394.90805506,2.40048214173,4.69920154558,-0.943487886236,-2.18610789577,1710727.22127,139.23713997,46
111.1,14.47,5788,1.11153672811,5915.27352246,0.432024066788,1399.35420197,3.3164843945,5.87844468945,-1.72274079415,-3.98900497596,2073980.59317,139.270870158,54
111.3,14.46,5784,0.665446460456,5918.36797904,0.432250071504,1402.01598781,0.850417357927,3.02928270643,0.065173869367,0.150817585485,1240205.32917,139.279520614,35
111.5,14.45,5780,1.19845528622,5923.07343067,0.432593735807,1406.80980895,4.56685218361,6.76862805983,-2.06317642957,-4.77121166187,2231010.25245,139.325983882,56
111.7,14.44,5776,0.766808737926,5926.26612472,0.432826915331,1409.87704391,1.05922179924,3.52557116131,-0.332877113052,-0.769283960614,1425823.25602,139.336762645,44
111.9,14.43,5772,1.16081730042,5930.67051993,0.433148591873,1414.52031311,3.84858211489,6.30965812616,-1.90526291105,-4.4002697425,2155961.87183,139.375933281,52
112.1,14.42,5768,0.870213856942,5934.32421754,0.433415440954,1418.00116854,2.10470555371,4.39278649404,-0.739088885223,-1.70579174123,1614363.81319,139.397359504,43
112.3,14.41,5764,0.844816443226,5938.08832125,0.433690353583,1421.38043431,2.34970142767,4.39798563459,-0.633881920546,-1.46206362485,1565437.18288,139.421283714,44
112.5,14.4,5760,0.787018388644,5941.37996699,0.433930760078,1424.52850786,1.25106055499,3.69079683056,-0.399151096805,-0.920104618296,1456651.58403,139.434023448,34
112.7,14.39,5756,1.23219573614,5945.95704155,0.434265048317,1429.45729081,4.20278582239,6.75320346184,-2.17612889573,-5.01299102044,2277968.3047,139.47682956,58
112.9,14.38,5752,0.755343636985,5949.36998659,0.434514313949,1432.47866536,1.51137528127,3.67790037444,-0.264955337412,-0.609948506883,1394791.75247,139.492226395,37
113.1,14.37,5748,0.884517211042,5952.84925661,0.43476842365,1436.0167342,1.65500838562,4.25740395427,-0.778133934993,-1.79028962922,1631426.6547,139.509088414,40
113.3,14.36,5744,0.855295998056,5956.08284687,0.435004590043,1439.43791819,1.08114726135,3.8913603481,-0.657770082966,-1.5125097528,1575701.0534,139.520104761,44
113.5,14.35,5740,0.847687910303,5959.70020697,0.435268785201,1442.82866983,1.95439812411,4.24118196724,-0.623821870594,-1.43362278645,1559872.6495,139.540021303,38
113.7,14.34,5736,0.750029418289,5962.81704467,0.43549642453,1445.82878751,0.79565470728,3.34653189219,-0.229694197179,-0.527568613473,1378563.79687,139.548130337,39
113.9,14.33,5732,0.783070428574,5965.9703827,0.435726729674,1448.96106922,0.871243869261,3.51180563022,-0.358467600766,-0.822906505724,1437621.17196,139.557010291,37
114.1,14.32,5728,0.983751877271,5969.63849061,0.435994631216,1452.89607673,2.04370394061,4.82577769927,-1.15766978675,-2.65605464932,1803947.6195,139.577842492,42
114.3,14.31,5724,0.892113851257,5973.27873472,0.436260497716,1456.46453213,1.97021355035,4.42771984222,-0.78747572709,-1.80560870546,1634003.53181,139.597928523,41
114.5,14.3,5720,0.975688091649,5976.79363591,0.436517209751,1460.3672845,1.67353073071,4.63306252386,-1.11816133263,-2.56230497883,1784997.93931,139.614992188,50
114.7,14.29,5716,1.08090108193,5981.16295215,0.436836324288,1464.69088883,3.62038699894,5.90454321779,-1.53522698325,-3.51570566424,1975178.35811,139.651913539,54
114.9,14.28,5712,0.922821739524,5984.8583362,0.437106217952,1468.38217579,2.06689287119,4.59445976329,-0.899075717038,-2.05751676703,1684346.66716,139.672996459,44
115.1,14.27,5708,1.02020471781,5988.57338601,0.437377547912,1472.46299466,2.10215946211,4.9999710327,-1.28492121772,-2.93869656104,1859918.58872,139.694442372,52
115.3,14.26,5704,0.751877082171,5991.57940823,0.437597093794,1475.47050299,0.472228574506,3.21410234258,-0.208080120975,-0.475625489144,1369134.27299,139.69926043,36
115.5,14.25,5700,1.00594270998,5995.17979806,0.437860049522,1479.49427383,1.82179796786,4.82122386223,-1.22083403766,-2.7890206779,1829635.90272,139.717849443,46
115.7,14.24,5696,0.853167971952,5998.80510933,0.438124825397,1482.90694571,1.86924687438,4.23138788253,-0.606076608032,-1.38376044013,1549950.55749,139.736925179,40
115.9,14.23,5692,0.781844883122,6002.26652239,0.438377630908,1486.03432525,1.48587533088,3.77856622113,-0.317153161948,-0.723678889127,1418715.83858,139.752090452,42
116.1,14.22,5688,0.929501279854,6005.42957817,0.438608645791,1489.75233037,0.796595192847,4.06730664552,-0.904250864502,-2.06217791208,1684674.3813,139.76022141,43
116.3,14.21,5684,1.12058134439,6009.54557207,0.438909258842,1494.23465574,2.95960550024,5.78087878613,-1.66488489003,-3.79453201181,2028617.51144,139.790434661,49
116.5,14.2,5680,1.00255746609,6013.49437926,0.439197661354,1498.24488561,2.56800341948,5.13772065121,-1.18891346337,-2.70790136377,1812827.58789,139.816655518,45
116.7,14.19,5676,0.795819519833,6016.56389758,0.439421844696,1501.42816369,0.556705671149,3.42784431023,-0.358325985712,-0.815656796246,1437314.8036,139.822340466,41
116.9,14.18,5672,1.09383337007,6020.47640801,0.439707596261,1505.80349717,2.46590806537,5.45925966976,-1.54674924394,-3.51882025986,1973232.2526,139.847524522,54
117.1,14.17,5668,0.966884969613,6023.89845859,0.43995752692,1509.67103705,1.34084220909,4.45728594197,-1.03523535769,-2.35370331371,1742172.73092,139.861220304,40
117.3,14.16,5664,0.752381407846,6027.26718585,0.440203563091,1512.68056268,1.21074473432,3.54235083393,-0.173623578887,-0.394526822095,1354077.31675,139.873588382,40
117.5,14.15,5660,0.915348446007,6030.87374311,0.44046696926,1516.34195646,1.74187541004,4.42840295635,-0.82184569177,-1.86640897266,1645434.12714,139.891384019,40
117.7,14.14,5656,1.02363270451,6034.38824647,0.44072365224,1520.43648728,1.52355160348,4.76580051022,-1.25129715001,-2.84001467896,1837919.50839,139.906951036,47
117.9,14.13,5652,0.810362994147,6037.46421767,0.440948306871,1523.67793926,0.519857390125,3.47062381839,-0.394652616754,-0.895236856919,1453281.87012,139.912263119,45
118.1,14.12,5648,1.02036192081,6041.28948892,0.441227686892,1527.75938694,2.21005313197,5.0562755922,-1.23100433947,-2.7908361782,1827730.06632,139.93484846,48
118.3,14.11,5644,1.09225751865,6046.29867912,0.441593534846,1532.12841701,4.88126294937,6.52367133489,-1.51448114098,-3.4310030246,1954204.69059,139.984744791,53
118.5,14.1,5640,0.905389453497,6049.96707073,0.441861457109,1535.74997483,1.83318452528,4.43132582401,-0.762934209913,-1.72716033496,1617958.10253,140.003488222,40
118.7,14.09,5636,0.844037348479,6052.89774813,0.442075500155,1539.12612422,0.15490925407,3.44461440126,-0.51393700552,-1.16283633419,1506537.58845,140.005072209,43
118.9,14.08,5632,1.18717091625,6057.82130721,0.442435094012,1543.87480789,4.6521908195,6.80613969798,-1.88258061972,-4.25677347934,2116497.00759,140.052650428,61
119.1,14.07,5628,0.627599550415,6060.91011857,0.442660686428,1546.38520609,0.494351617174,2.72917246687,0.359638897958,0.812655321393,1117564.94775,140.057707141,34
119.3,14.06,5624,1.11828116315,6065.19121376,0.442973357709,1550.85833074,3.17799664966,5.88039566513,-1.59930048085,-3.61165086514,1988962.20015,140.090219161,52
119.5,14.05,5620,0.88095656442,6068.25750414,0.443197305298,1554.382157,0.425829642921,3.71250512618,-0.64621474232,-1.45844309521,1565002.4508,140.094576121,43
119.7,14.04,5616,1.23886418241,6072.53324747,0.443509585705,1559.33761373,3.14498643976,6.34979730376,-2.07405397191,-4.67810500394,2198208.39526,140.126758866,51
119.9,14.03,5612,1.05960358357,6076.30454913,0.443785024038,1563.57602806,1.99693459835,5.12434898683,-1.3530473231,-3.04982653616,1877901.70247,140.147197398,49
120.1,14.02,5608,0.993216910423,6080.0999186,0.444062220172,1567.5488957,2.04122225701,4.87901441955,-1.08364495271,-2.44106170239,1758156.16071,140.168092293,43
120.3,14.01,5604,1.08096796074,6083.00515282,0.444274404968,1571.87276755,0.0278188747612,4.33622810561,-1.43099388953,-3.22173790663,1911215.67912,140.168377082,51
120.5,14,5600,0.859774175202,6086.56032762,0.444534058401,1575.31186425,1.48219482191,4.09779035185,-0.542615545847,-1.22099545225,1518323.94501,140.183551496,41
120.7,13.99,5596,0.935324867944,6090.99818814,0.444858179093,1579.05316372,3.45720584217,5.2787054915,-0.840844973969,-1.89083047619,1649777.30255,140.218952065,46
120.9,13.98,5592,0.783546299884,6094.31855745,0.445100683425,1582.18734892,0.934855666967,3.55017674253,-0.229807432881,-0.516445068552,1380415.84393,140.228526193,41
121.1,13.97,5588,0.940581956801,6098.40231658,0.445398942198,1585.94967675,2.64017432674,4.93786495197,-0.854105822656,-1.91826205892,1655098.98553,140.255568513,41
121.3,13.96,5584,1.30055753437,6103.594385,0.445778146728,1591.15190688,5.11581824158,7.48178014148,-2.28971171996,-5.13862339689,2285801.8791,140.307982774,59
121.5,13.95,5580,0.877523149516,6106.2640639,0.445973127659,1594.66199948,-0.553528220373,3.2632878501,-0.593608949842,-1.33133300034,1540454.63679,140.30231064,43
121.7,13.94,5576,0.670354876154,6110.07588419,0.446251525284,1597.34341899,1.99881498769,3.57311550896,0.238704782246,0.535077755269,1175373.91423,140.322794049,38
121.9,13.93,5572,1.01520052706,6114.17259893,0.446550730276,1601.4042211,2.62679261077,5.23340529212,-1.13669055062,-2.54634336672,1777885.0614,140.349717379,47
122.1,13.92,5568,1.07212537918,6118.32675392,0.446854130435,1605.69272261,2.74448575231,5.51446997237,-1.36031499096,-3.0452374971,1875329.65393,140.377852524,48
122.3,13.91,5564,0.876132357822,6121.87995298,0.447113639569,1609.19725204,1.38945018477,4.12559127289,-0.572392213165,-1.28056565879,1530670.06583,140.392098648,50
122.5,13.9,5560,0.572314569895,6125.2020459,0.447356269785,1611.48651032,0.863525600105,2.6754571122,0.646635808115,1.44585256889,998679.468714,140.400953161,32
122.7,13.89,5556,0.975297089816,6129.30531825,0.447655953714,1615.38769868,2.59992900161,5.0646724776,-0.961400125164,-2.14835082678,1699837.17704,140.427615969,50
122.9,13.88,5552,0.629150131735,6132.21300971,0.447868317975,1617.90429921,-0.080170280104,2.48070331109,0.426988149307,0.953604860987,1095225.0984,140.426793731,29
123.1,13.87,5548,0.872821868703,6135.73741067,0.448125723829,1621.39558668,1.2882799434,4.06843305154,-0.54403208795,-1.21436541443,1517585.05042,140.440007106,42
123.3,13.86,5544,0.962228094393,6139.68500563,0.448414037805,1625.24449906,2.22280728793,4.84532993561,-0.897734980674,-2.00266629343,1671026.75038,140.46280848,46
123.5,13.85,5540,0.787438861019,6143.21734582,0.448672023504,1628.39425451,1.28690692733,3.72698857743,-0.194648387678,-0.433956999386,1365839.86732,140.476011157,39
123.7,13.84,5536,1.00043989182,6147.42780251,0.448979535679,1632.39601407,2.78805536878,5.25311069173,-1.04265399404,-2.32307064667,1733209.80141,140.504618722,46
123.9,13.83,5532,0.89898442836,6150.49906071,0.449203846093,1635.99195179,0.241062679516,3.7041969598,-0.632938765447,-1.4093753643,1555568.43354,140.507092482,44
124.1,13.82,5528,1.20873438087,6154.93176315,0.449527590064,1640.82688931,3.26182231988,6.30068865251,-1.86798621182,-4.15693974121,2089028.02313,140.540569239,51
124.3,13.81,5524,1.08651266781,6157.84124626,0.449740085178,1645.17293998,-0.136527811713,4.2846631473,-1.37518004206,-3.05844428732,1875530.98784,140.539167866,44
124.5,13.8,5520,1.18175951613,6161.3636189,0.449997342894,1649.89997805,1.21768193732,5.27483507176,-1.75246242615,-3.89549744508,2037484.14407,140.551667108,50
124.7,13.79,5516,1.45673498054,6165.7947202,0.450320969924,1655.72691797,3.2265203057,7.27938758112,-2.84828628219,-6.32728723084,2508539.69821,140.584792016,65
124.9,13.78,5512,0.942177774246,6169.6653546,0.450603663059,1659.49562906,1.97089176625,4.65652356756,-0.785889167249,-1.74462799324,1620496.89521,140.605029918,43
125.1,13.77,5508,0.947839237986,6173.32460046,0.450870917357,1663.28698602,1.49185882942,4.46379335809,-0.804547501468,-1.78495881958,1628263.05653,140.620350856,45
125.3,13.76,5504,1.00070208425,6177.45112776,0.45117229972,1667.28979435,2.51797833328,5.13847097515,-1.01194367122,-2.24367004166,1716994.27218,140.646213517,45
125.5,13.75,5500,1.08450365744,6181.36036513,0.451457812235,1671.62780898,2.02574880979,5.25226556723,-1.34302820076,-2.97581076229,1858526.83766,140.667023843,46
125.7,13.74,5496,0.997273172813,6184.82497026,0.451710850881,1675.61690167,1.03115058498,4.45474413891,-0.990139009412,-2.1925893797,1706967.85688,140.677617938,49
125.9,13.73,5492,1.18457856209,6189.50297635,0.452052510689,1680.35521592,3.70648568128,6.41320722783,-1.7352011371,-3.83994574441,2025107.50433,140.715705153,57
126.1,13.72,5488,1.10579457742,6193.20910169,0.452323188847,1684.77839423,1.54534855155,5.12196614836,-1.41584080631,-3.13108989338,1888127.3961,140.731587938,52
126.3,13.71,5484,0.705118964533,6197.89128696,0.452665153882,1687.59887009,3.69201755192,4.49109228095,0.191092988803,0.422310387395,1202517.68544,140.769541016,40
126.5,13.7,5480,0.819417492693,6201.53889743,0.452931558387,1690.87654006,1.39536307438,3.90948807706,-0.261877607428,-0.578353706192,1395745.26024,140.783887688,36
126.7,13.69,5476,1.00895350926,6206.21377274,0.453272989537,1694.9123541,3.65227757657,5.6906693121,-1.01579400231,-2.24186471947,1716498.99822,140.821446147,49
126.9,13.68,5472,0.873933262255,6210.61935902,0.453594753069,1698.40808715,3.04597364409,4.87688067034,-0.471294387399,-1.03938946167,1484983.91764,140.852777299,45
127.1,13.67,5468,0.829648462656,6214.61653989,0.453886688569,1701.726681,2.13443990434,4.28707615136,-0.289895279775,-0.638900734436,1408018.26727,140.874736488,43
127.3,13.66,5464,1.02368538343,6218.2351016,0.454150971487,1705.82142253,1.29023059625,4.68053051952,-1.06196881085,-2.33904133621,1735205.78446,140.888012084,50
127.5,13.65,5460,0.899749580933,6221.89015178,0.454417919353,1709.42042086,1.36099948749,4.21727922112,-0.562229038114,-1.23761454697,1523267.08386,140.9020172,45
127.7,13.64,5456,1.00979498951,6226.20712071,0.454733210686,1713.45960081,2.8070727296,5.31520663014,-0.99823770295,-2.19597747826,1707485.98435,140.930907264,46
127.9,13.63,5452,1.27106274312,6230.92704822,0.455077932239,1718.54385179,3.68108443536,6.75879679117,-2.03886928238,-4.48196155485,2146644.20142,140.968801531,57
128.1,13.62,5448,0.994530490856,6234.65523534,0.455350221687,1722.52197375,1.49051488785,4.6566253223,-0.928438198584,-2.03956390096,1677567.23031,140.984148269,51
128.3,13.61,5444,0.931299284119,6238.85009477,0.45565659471,1726.24717089,2.50491204996,4.86619311247,-0.671333690543,-1.47382802952,1568987.42675,141.009943273,50
128.5,13.6,5440,0.970629343761,6243.8021866,0.456018272466,1730.12968826,4.15442569934,5.77626012386,-0.82416829186,-1.80803117764,1633245.92316,141.052734992,48
128.7,13.59,5436,0.83682338348,6246.72135729,0.456231475116,1733.4769818,-0.314295835382,3.20393538567,-0.284764689913,-0.624313003469,1406369.87159,141.049497205,42
128.9,13.58,5432,0.904632726313,6250.10850212,0.456478856422,1737.0955127,0.702992585272,3.93934520304,-0.552200372631,-1.21002327584,1518466.55338,141.056739339,49
129.1,13.57,5428,0.982491753968,6253.83638657,0.456751123764,1741.02547972,1.44004918793,4.58751506155,-0.859630612112,-1.88261583777,1647132.91428,141.071575691,45
129.3,13.56,5424,1.05326714727,6257.87709883,0.457046238594,1745.23854831,2.11469963022,5.17927206123,-1.13855980907,-2.49193060949,1763618.61018,141.093365572,46
129.5,13.55,5420,0.800225516977,6262.02506445,0.457349186712,1748.43945037,2.33853968333,4.27007706207,-0.122111433714,-0.267086711798,1338272.45734,141.117465821,44
129.7,13.54,5416,0.971264808866,6266.48521732,0.457674935533,1752.32450961,3.0096930167,5.26203009088,-0.801877228526,-1.75269090515,1622315.85654,141.148488822,49
129.9,13.53,5412,0.881027340394,6270.62281395,0.457977126347,1755.84861897,2.2934896023,4.5741286032,-0.4365319717,-0.953488753804,1469780.1092,141.172133995,48
130.1,13.52,5408,1.11585846965,6275.1702988,0.458309253491,1760.31205285,3.17691973716,5.91891802109,-1.37143316973,-2.99345968663,1859246.2708,141.204893605,53
130.3,13.51,5404,0.834104830493,6279.12565789,0.458598134523,1763.64847217,1.87363163277,4.19539266523,-0.240033578024,-0.523572132064,1388074.80124,141.224217594,40
130.5,13.5,5400,0.91684120104,6282.83226731,0.458868848036,1767.31583698,1.32111509506,4.2734045441,-0.56679512297,-1.23556516745,1523878.66148,141.237844708,41
130.7,13.49,5396,1.10547812253,6287.3899371,0.45920171904,1771.73774947,3.16481404588,5.874673803,-1.31700401263,-2.86906924122,1835143.60207,141.270494662,54
130.9,13.48,5392,0.668760695159,6290.82779904,0.459452804487,1774.41279225,0.715556169833,3.00371723676,0.43414470329,0.945175127691,1108801.6914,141.277877778,34
131.1,13.47,5388,1.25312873049,6295.80429134,0.45981626434,1779.42530717,4.05303780601,6.87543106688,-1.89893876369,-4.13141011285,2075112.59123,141.319704343,61
131.3,13.46,5384,0.756627145759,6299.37586909,0.460077115768,1782.45181575,0.986142459582,3.48008154324,0.0914962078142,0.198927853581,1251383.2491,141.329883016,44
131.5,13.45,5380,1.0379930197,6303.40402573,0.460371313594,1786.60378783,1.96850088616,5.05792385325,-1.02976721787,-2.23753376076,1714608.18438,141.350203495,51
131.7,13.44,5376,1.025776353,6307.66133648,0.460682247771,1790.70689324,2.45529596914,5.23383496029,-0.976524206775,-2.12045042273,1692328.94771,141.375553166,47
131.9,13.43,5372,1.07905936833,6312.09098725,0.461005768862,1795.02313072,2.81784522619,5.61482456217,-1.18517379061,-2.57174612065,1778028.34285,141.404651576,45
132.1,13.42,5368,1.30247688071,6316.85879102,0.461353987074,1800.23303824,3.53901868399,6.84203172766,-2.07422795738,-4.4976549422,2143503.52382,141.44120565,56
132.3,13.41,5364,1.16058893171,6321.1205875,0.461665248868,1804.87539396,2.43014599086,5.76389147471,-1.50209499544,-3.25474255995,1907625.15117,141.466311791,51
132.5,13.4,5360,1.16456128929,6325.66274818,0.461996987159,1809.53363912,3.0257124188,6.0556133063,-1.51345263277,-3.27706941723,1911775.97368,141.497577032,52
132.7,13.39,5356,0.968624104117,6329.60441039,0.462284867834,1813.40813554,1.71465162661,4.66690710952,-0.725244896212,-1.569315447,1588142.81012,141.515297908,51
132.9,13.38,5352,0.535973702418,6332.37006327,0.462486858258,1815.55203035,-0.838308285747,1.75627290947,1.00937997205,2.18298190477,877681.591311,141.506633738,28
133.1,13.37,5348,1.20559515954,6336.99664786,0.462824762479,1820.37441099,3.17538448114,6.29149071851,-1.66490612698,-3.59858471388,1971758.97631,141.5394551,53
133.3,13.36,5344,1.20445343359,6341.95327599,0.463186771545,1825.19222472,3.87554792866,6.61221477565,-1.65558664794,-3.57573655859,1967436.67646,141.579523795,53
