time,Lx,V,dt,events,P_impulse_proxy,P_IG,U,T,W_cum,PV_gamma(IG),T*V^(gamma-1),alpha_upper,alpha_IG,sigma_upper,sigma_IG
80.1,16.02,6408,0.5,84,0.679771443494,0.564211616791,5423.2020606,0.396085455784,908.90413135,1247324.71843,136.648194394,0.545750826989,-1.16381418514,-1.37879481633,2.94028132673
80.6,15.995,6398,0.5,93,0.70823740763,0.565831337407,5430.28334509,0.396602639869,915.986505426,1247653.69141,136.684234379,-0.00108958453902,-1.43216548571,0.00274908768025,3.61344012496
81.1,15.97,6388,0.5,79,0.601167793045,0.56743978657,5437.20803491,0.397108387008,921.998183357,1247942.65501,136.715891215,0.913011892923,-0.345328382281,-2.30061536757,0.87016148343
81.6,15.945,6378,0.5,83,0.679595388977,0.569029756867,5443.90768394,0.397597698214,928.794137246,1248176.02442,136.741457539,-0.0963048603819,-1.11361208432,0.242365982022,2.80257595866
82.1,15.92,6368,0.5,93,0.770777856642,0.570755714704,5451.85858686,0.398178395184,936.501915813,1248692.08756,136.797993817,0.243124346558,-2.00885822113,-0.611037070792,5.04880264135
82.6,15.895,6358,0.5,97,0.75215448392,0.572415822335,5459.12969761,0.398709443296,944.023460652,1249048.1171,136.836997929,-0.250434088732,-1.8056935764,0.628530331721,4.53186380619
83.1,15.87,6348,0.5,86,0.672933488196,0.574109876418,5466.67424325,0.399260461821,950.752795534,1249462.46746,136.882391264,0.815210759308,-0.996713070065,-2.04321179052,2.49812195591
83.6,15.845,6338,0.5,81,0.654168481068,0.575794189456,5474.07535916,0.399801004905,957.294480345,1249839.75906,136.9237247,0.859431098282,-0.792171057885,-2.15110134594,1.98275374517
84.1,15.82,6328,0.5,85,0.678197304079,0.577424529249,5480.91363163,0.400300440522,964.076453385,1250084.43126,136.950529279,0.0562994363676,-1.01588557326,-0.140730745306,2.53939192102
84.6,15.795,6318,0.5,106,0.84287932764,0.579152049394,5488.6239721,0.40086356793,972.505246662,1250523.81473,136.998665067,-0.718452806677,-2.6459172779,1.79352242262,6.60518258429
85.1,15.77,6308,0.5,83,0.658239999028,0.580740907828,5494.97046987,0.401327086611,979.087646652,1250648.3858,137.012312204,-0.235902222045,-0.782940989834,0.588145026895,1.95200725763
85.6,15.745,6298,0.5,100,0.890981580765,0.582548049294,5503.33142169,0.401937731645,987.99746246,1251227.20778,137.075723902,-0.548863994393,-3.09337858038,1.36658292986,7.70201435462
86.1,15.72,6288,0.5,81,0.633635178076,0.584230430162,5510.46141729,0.402458473363,994.33381424,1251521.73275,137.107990004,0.793643826239,-0.50246583543,-1.97326596346,1.2492993684
86.6,15.695,6278,0.5,97,0.811620483533,0.585958496073,5517.97115752,0.403006949863,1002.45001908,1251898.27575,137.149241428,-0.606464605644,-2.26526700571,1.50587371762,5.62474052985
87.1,15.67,6268,0.5,97,0.743918939653,0.587702640018,5525.58022145,0.403562680503,1009.88920847,1252293.00465,137.192485172,0.169874529689,-1.57089062841,-0.421227190546,3.89523872278
87.6,15.645,6258,0.5,71,0.506914990365,0.589273677745,5531.51201299,0.403995910969,1014.95835838,1252303.63173,137.1936494,0.86264163881,0.815726095235,-2.1364187018,-2.02022764379
88.1,15.62,6248,0.5,105,0.944745875462,0.591145618946,5540.21674076,0.404631663801,1024.40581713,1252937.79538,137.263123946,-0.742730983628,-3.54537029098,1.83701621563,8.76885825218
88.6,15.595,6238,0.5,79,0.636362756103,0.592800345142,5546.8328295,0.405114872151,1030.76944469,1253095.19648,137.280367712,0.252461172832,-0.443903886534,-0.623556042844,1.09640206367
89.1,15.57,6228,0.5,95,0.768412137368,0.594549970437,5554.28582382,0.405659204194,1038.45356607,1253437.552,137.317873795,-0.231127047868,-1.74737665975,0.570139215377,4.3103910466
89.6,15.545,6218,0.5,103,0.866117235093,0.596393587889,5562.56299424,0.406263730225,1047.11473842,1253961.38159,137.375260911,-0.38400193147,-2.70646221392,0.945907339703,6.66679582307
90.1,15.52,6208,0.5,102,0.907194222257,0.598180808047,5570.25968454,0.406825860688,1056.18668064,1254349.77281,137.417810343,-1.37525192804,-3.09907737117,3.38278079908,7.62296653605
90.6,15.495,6198,0.5,86,0.655929579452,0.599925689992,5577.50913985,0.407355327188,1062.74597643,1254633.11496,137.448851332,0.690159524938,-0.568770061243,-1.69534628217,1.3971584451
91.1,15.47,6188,0.5,97,0.828689504336,0.601687923484,5584.86730578,0.407892733405,1071.03287148,1254936.65086,137.482104608,-0.928729121213,-2.27883385017,2.27839639517,5.5905287245
91.6,15.445,6178,0.5,100,0.832176000724,0.603471137769,5592.36703371,0.408440478652,1079.35463148,1255267.671,137.518368865,-0.822032075554,-2.29597172312,2.01396210129,5.62508468161
92.1,15.42,6168,0.5,96,0.763312144165,0.60527690725,5600.02194588,0.408999557835,1086.98775293,1255629.12238,137.557966957,0.0217907292739,-1.58938840162,-0.0533145632738,3.88869722715
92.6,15.395,6158,0.5,101,0.812441251037,0.607215835304,5608.8526707,0.409644512906,1095.11216544,1256249.4841,137.625929459,0.706312312459,-2.06195715972,-1.72556630581,5.03749366401
93.1,15.37,6148,0.5,103,0.812450525519,0.609137406982,5617.46516718,0.410273529593,1103.23667069,1256816.00211,137.68799322,0.487991227542,-2.04274720218,-1.19034147866,4.98280827179
93.6,15.345,6138,0.5,100,0.802560733093,0.610948363027,5625.00157839,0.410823954016,1111.26227802,1257137.10693,137.723171224,-0.489196129599,-1.92518563262,1.19156650548,4.68929858159
94.1,15.32,6128,0.5,100,0.812549293484,0.612819688373,5633.03857552,0.411410938908,1119.38777096,1257565.56636,137.770110249,-0.0884957981526,-2.00666031563,0.215256732387,4.88099041502
94.6,15.295,6118,0.5,96,0.708363264401,0.614671924296,5640.84424926,0.411981029014,1126.4714036,1257937.79134,137.810888622,0.72204109685,-0.946182026365,-1.75382108395,2.29825420511
95.1,15.27,6108,0.5,100,0.8450419019,0.616538383615,5648.72467068,0.412556578344,1134.92182262,1258322.12681,137.852993734,-0.569997600312,-2.29437501967,1.38258727128,5.56524044311
95.6,15.245,6098,0.5,104,0.796947068176,0.618336509732,5655.92405452,0.413082387856,1142.8912933,1258550.33694,137.877994844,-0.770086842635,-1.79510317267,1.8654324085,4.34839741378
96.1,15.22,6088,0.5,100,0.758748292545,0.620167204261,5663.36690931,0.413625979353,1150.47877623,1258828.40983,137.90845857,-0.144628139141,-1.39497154958,0.349889138365,3.37476093121
96.6,15.195,6078,0.5,124,0.981387673488,0.622061931272,5671.33862741,0.414208196568,1160.29265296,1259219.52939,137.951306901,-1.8421586339,-3.60273875975,4.4505498504,8.7040106933
97.1,15.17,6068,0.5,90,0.750992144904,0.62403429322,5679.96013689,0.414837871523,1167.80257441,1259750.12497,138.00943525,1.11158803065,-1.27944869602,-2.68160738815,3.08655633326
