time,T,V,W_core,Q_hist,p_mech,p_IG,sigma
377,1.02002647,7748.8,69.5356473,124.809341,0.273481276,0.269591964,0.00368860303
377.5,1.0205097,7748.4,69.6187813,124.747918,0.207834989,0.269733605,-0.0239146051
378,1.02145798,7748,69.811739,125.754644,0.482394289,0.269998186,0.0845010616
378.5,1.0205617,7747.6,69.9426757,122.925506,0.327341678,0.269775204,0.0237493694
379,1.01908146,7747.2,70.0768225,118.345839,0.335367079,0.269397826,0.0291339027
379.5,1.02151819,7746.8,70.2448159,127.274088,0.419983581,0.270055926,0.0674644203
380,1.01845498,7746.4,70.3156088,118.317967,0.176982066,0.269260019,-0.0223723933
380.5,1.02299802,7746,70.4357563,132.148692,0.300368818,0.270475076,0.0420737915
381,1.02505024,7745.6,70.5593269,139.115008,0.308926543,0.271031667,0.0209551755
381.5,1.02984623,7745.2,70.6511001,155.221162,0.229432997,0.272313829,0.016763452
382,1.02485371,7744.8,70.7538872,140.228292,0.256967852,0.271007695,0.0308557815
382.5,1.02357022,7744.4,70.8765936,135.001512,0.306765963,0.270682274,0.0165169659
383,1.02500918,7744,71.0267577,138.173766,0.375410233,0.271076808,0.0437478421
383.5,1.02457979,7743.6,71.1513209,137.210891,0.311408065,0.270977247,0.0160567817
384,1.02012689,7743.2,71.2852946,123.67802,0.334934255,0.269813497,0.0547186223
384.5,1.0283955,7742.8,71.3898212,149.540269,0.261316428,0.272014514,0.0956741082
385,1.03308273,7742.4,71.538544,165.15948,0.371807014,0.273268423,0.0698713699
385.5,1.02970385,7742,71.6456113,154.552738,0.267668151,0.272388723,0.0146719825
386,1.03050981,7741.6,71.7246268,155.438961,0.197538885,0.272616007,-0.0281989987
386.5,1.03438087,7741.2,71.8317775,166.587632,0.267876762,0.273654217,0.0193349031
387,1.03227829,7740.8,71.927674,159.37652,0.239741172,0.273112074,-0.00656448571
387.5,1.02060296,7740.4,72.0187414,123.816373,0.22766845,0.27003706,0.182886787
388,1.0214938,7740,72.1595178,125.898215,0.351941124,0.270286732,0.0331461337
388.5,1.01974218,7739.6,72.2577227,120.688477,0.245512132,0.269837199,-0.0050120855
389,1.01592507,7739.2,72.3458411,109.152369,0.22029598,0.268841037,0.00251875703
389.5,1.01859096,7738.8,72.4469512,116.553988,0.252775298,0.269560435,0.0039510711
390,1.02168801,7738.4,72.5546111,127.457382,0.269149726,0.270394016,0.0136582009
390.5,1.01429906,7738,72.6695418,103.405718,0.287326856,0.268452373,0.0885651323
391,1.00902095,7737.6,72.7644704,87.6037582,0.237321533,0.267069235,0.0300927698
391.5,1.00320421,7737.2,72.9135807,68.7787006,0.372775746,0.265543377,0.0941983554
392,1.00369495,7736.8,72.9996608,70.4799092,0.21520006,0.265687009,-0.0197503894
392.5,1.00278069,7736.4,73.1453568,67.4785657,0.364240046,0.265458721,0.0406817097
393,1.00279649,7736,73.2372912,67.4054197,0.229836125,0.26547663,-0.0142133269
393.5,0.995747952,7735.6,73.3117965,46.2974632,0.186263134,0.263624257,0.0455293422
394,0.997599915,7735.2,73.4550421,51.5406817,0.358114055,0.264128222,0.0429875829
394.5,0.997237961,7734.8,73.5174623,51.2982911,0.156050435,0.264046044,-0.0431128502
395,0.993470352,7734.4,73.6041164,40.3445349,0.216635398,0.263062071,0.00334520018
395.5,0.997720337,7734,73.7528088,53.0477773,0.371730878,0.264201093,0.0710630664
396,0.996660658,7733.6,73.8713363,49.3595577,0.296318824,0.263934135,0.0147351687
396.5,0.992226215,7733.2,73.9887133,35.0274005,0.293442505,0.262773404,0.0429548654
397,0.998657968,7732.8,74.0845489,55.8429881,0.239588912,0.26449042,0.0540149144
397.5,1.00341382,7732.4,74.1775517,71.1112512,0.232506992,0.265763735,0.0213601896
398,0.996971016,7732,74.3189503,51.0196852,0.353496626,0.264070957,0.0997536247
398.5,0.993127623,7731.6,74.434638,39.7974246,0.289219177,0.263066554,0.0334813897
399,0.994790614,7731.2,74.5703517,45.3401828,0.339284146,0.263520692,0.0347640837
399.5,0.992376541,7730.8,74.6921097,38.0442035,0.304395145,0.262894805,0.0258051616
400,0.98604388,7730.4,74.8125845,19.2318928,0.301186994,0.261230708,0.0792951217
